Timestamp (s)	Pitch Moment (Nm)	Belt Velocity (m/s)
169.723	-10.8211	1.70245
169.733	-6.84403	1.67991
169.743	0.201675	1.63556
169.753	7.23458	1.6357
169.763	3.04761	1.636
169.773	4.90534	1.64276
169.783	4.33001	1.65593
169.793	-0.820967	1.66521
169.803	-7.46934	1.68429
169.813	0.758393	1.68177
169.823	-9.43287	1.67676
169.833	7.50939	1.69815
169.843	14.9743	1.73878
169.853	-0.340711	1.75732
169.863	3.3194	1.78928
169.873	-7.28574	1.77984
169.883	-12.0323	1.76137
169.893	2.64395	1.75588
169.903	5.03892	1.74409
169.913	10.5673	1.74409
169.923	2.13013	1.75649
169.933	-19.6167	1.72318
169.943	-30.2909	1.65771
169.953	-39.0427	1.59583
169.963	-12.0261	1.47519
169.973	-5.65831	1.45995
169.983	2.21243	1.42867
169.993	0.98756	1.43027
170.003	-11.8528	1.43355
170.013	-8.0801	1.43355
170.023	-0.098969	1.43532
170.033	17.4858	1.46621
170.043	18.9655	1.53101
170.053	47.4886	1.53101
170.063	36.112	1.6927
170.073	12.9592	1.7376
170.083	24.0657	1.83269
170.093	-8.69638	1.84198
170.103	-10.9092	1.86104
170.113	-19.3199	1.82832
170.123	-12.3206	1.76314
170.133	-6.21851	1.73453
170.143	-26.6021	1.67897
170.153	-1.35736	1.66377
170.163	-10.8588	1.63246
170.173	-1.29774	1.6286
170.183	-4.82894	1.62049
170.193	5.4838	1.62049
170.203	28.716	1.65638
170.213	22.0535	1.69362
170.223	13.0591	1.77643
170.233	5.99034	1.77643
170.243	4.57763	1.84687
170.253	-15.2325	1.84275
170.263	2.24382	1.83491
170.273	-3.89729	1.84425
170.283	5.68279	1.8637
170.293	19.7013	1.88854
170.303	1.90059	1.943
170.313	-0.209613	1.95109
170.323	-13.073	1.96781
170.333	2.45519	1.96649
170.343	16.5845	1.96382
170.353	19.3359	2.00143
170.363	27.9919	2.08254
170.373	2.00787	2.08254
170.383	-12.6143	2.12729
170.393	-14.5982	2.0975
170.403	-19.0147	2.03426
170.413	-7.42163	2.01702
170.423	16.2281	1.98065
170.433	3.04647	1.98353
170.443	-9.74992	1.98996
170.453	-6.54596	1.97653
170.463	-3.3427	1.94743
170.473	-12.0689	1.93758
170.483	-5.35776	1.91686
170.493	4.38205	1.91949
170.503	3.46279	1.92484
170.513	-6.50134	1.92484
170.523	-11.235	1.88718
170.533	-19.2432	1.85774
170.543	-23.1747	1.79282
170.553	-11.9109	1.77549
170.563	2.49659	1.73745
170.573	-12.8314	1.7411
170.583	23.1056	1.74896
170.593	16.4057	1.78253
170.603	-1.75529	1.8544
170.613	16.1682	1.88719
170.623	14.5303	1.9585
170.633	22.3198	1.98954
170.643	-2.79027	2.05729
170.653	4.94437	2.05657
170.663	-1.22112	2.05508
170.673	-2.29877	2.05186
170.683	-2.12422	2.04533
170.693	-10.6265	2.04533
170.703	-9.72612	1.97534
170.713	-18.9419	1.95276
170.723	0.414123	1.90047
170.733	-12.0597	1.88557
170.743	4.73656	1.85307
170.753	13.8581	1.85812
170.763	-2.05799	1.86946
170.773	-21.1003	1.84598
170.783	-22.4957	1.79548
170.793	-10.9426	1.79548
170.803	-12.9094	1.70245
170.813	-6.41968	1.69334
170.823	11.1102	1.67188
170.833	-13.7594	1.67188
170.843	-1.43055	1.65726
170.853	11.3253	1.67201
170.863	4.99753	1.70245
170.873	4.60775	1.72691
170.883	15.1158	1.7813
170.893	24.9556	1.82556
170.903	0.758498	1.93059
170.913	7.4169	1.94683
170.923	7.49335	1.98198
170.933	-3.57742	1.98212
170.943	9.29021	1.98243
170.953	-16.3651	1.97129
170.963	-3.22364	1.94787
170.973	-15.3538	1.94787
170.983	-10.2286	1.86503
170.993	-11.775	1.82
171.003	-25.254	1.75295
171.013	-1.83795	1.72025
171.023	-16.463	1.64973
171.033	-20.36	1.6143
171.043	-24.4504	1.54208
171.053	-23.374	1.50988
171.063	-3.947	1.43975
171.073	-14.5987	1.42255
171.083	3.05282	1.3826
171.093	10.4114	1.40076
171.103	23.6545	1.44019
171.113	17.3676	1.44019
171.123	34.1227	1.59258
171.133	32.0452	1.66072
171.143	16.509	1.80168
171.153	22.6192	1.84513
171.163	17.4374	1.94477
171.173	-0.184872	1.97274
171.183	7.56649	2.03116
171.193	6.90577	2.03638
171.203	-15.5563	2.04799
171.213	-15.1938	2.02629
171.223	-6.42601	1.97667
171.233	-14.4247	1.94718
171.243	-12.1421	1.88541
171.253	12.2929	1.88541
171.263	6.46916	1.92749
171.273	0.908976	1.95479
171.283	30.5731	2.01299
171.293	0.490492	2.04626
171.303	11.3305	2.11931
171.313	4.21059	2.13604
171.323	7.95174	2.17424
171.333	-5.9976	2.18493
171.343	-3.96542	2.20747
171.353	28.3642	2.2154
171.363	-3.77617	2.23228
171.373	12.4338	2.26908
171.383	18.1467	2.3479
171.393	5.93521	2.37414
171.403	12.131	2.43517
171.413	25.7319	2.4789
171.423	35.4427	2.58358
171.433	16.9456	2.63554
171.443	31.5284	2.7559
171.453	-10.7324	2.78367
171.463	5.98927	2.84583
171.473	-10.8498	2.84104
171.483	-21.4321	2.82944
171.493	-18.5128	2.82944
171.503	-37.8945	2.67882
171.513	-13.359	2.61841
171.523	-27.5461	2.4839
171.533	-39.682	2.4839
171.543	-40.8849	2.25177
171.553	-9.91727	2.20945
171.563	7.4969	2.11267
171.573	-9.71344	2.10898
171.583	-0.180402	2.10071
171.593	5.34579	2.10843
171.603	5.20838	2.12596
171.613	3.25163	2.1466
171.623	41.2771	2.19462
171.633	32.6333	2.25021
171.643	5.82059	2.38157
171.653	24.9588	2.4056
171.663	-0.470881	2.46175
171.673	8.09778	2.46175
171.683	6.96296	2.51491
171.693	23.8404	2.54456
171.703	7.48269	2.61104
171.713	10.871	2.63167
171.723	-2.88301	2.67838
171.733	7.36367	2.70705
171.743	4.85497	2.77761
171.753	-2.06706	2.79379
171.763	14.886	2.83166
171.773	2.74835	2.83166
171.783	-2.00908	2.9145
171.793	-7.74545	2.89482
171.803	-34.7945	2.84716
171.813	-3.77864	2.84716
171.823	-16.2648	2.75635
171.833	-9.78546	2.7223
171.843	-37.3717	2.64161
171.853	-25.7294	2.56878
171.863	-27.9968	2.41789
171.873	-7.0945	2.37954
171.883	-24.8332	2.29031
171.893	-36.7718	2.24494
171.903	2.28784	2.1419
171.913	-25.7384	2.11366
171.923	4.94469	2.04887
171.933	-4.16535	2.04543
171.943	-0.377344	2.03691
171.953	-9.8241	2.03267
171.963	-0.497172	2.02318
171.973	8.94538	2.02809
171.983	-13.3002	2.03913
171.993	9.38636	2.0577
172.003	6.35585	2.09982
172.013	8.79224	2.11324
172.023	1.47295	2.14545
172.033	12.8442	2.15998
172.043	0.188023	2.19374
172.053	-4.89422	2.2075
172.063	7.71987	2.24025
172.073	-21.8967	2.22585
172.083	1.39324	2.19374
172.093	12.1778	2.19821
172.103	-14.5923	2.2088
172.113	3.03557	2.21009
172.123	1.42076	2.21323
172.133	-2.43717	2.21323
172.143	4.81795	2.2026
172.153	4.20087	2.19598
172.163	-0.105909	2.18
172.173	-9.97573	2.16069
172.183	-19.3332	2.11621
172.193	-31.5183	2.07566
172.203	-16.0216	1.96736
172.213	-15.5628	1.92907
172.223	-8.07235	1.83579
172.233	-7.26136	1.81779
172.243	-3.00673	1.77554
172.253	18.5882	1.78084
172.263	-4.69083	1.79326
172.273	13.5741	1.79326
172.283	14.374	1.8637
172.293	10.9915	1.89037
172.303	3.95896	1.95629
172.313	-1.39553	1.95089
172.323	-14.9569	1.93724
172.333	-21.7966	1.89462
172.343	-28.3555	1.79548
172.353	-33.3404	1.73114
172.363	-37.4997	1.55094
172.373	-27.8876	1.48353
172.383	-20.067	1.39545
172.393	-16.1352	1.37737
172.403	1.35904	1.33254
172.413	1.93824	1.33254
172.423	-1.45529	1.3414
172.433	0.945031	1.36083
172.443	18.0198	1.38615
172.453	4.52098	1.40651
172.463	15.554	1.45836
172.473	12.14	1.47308
172.483	2.7255	1.51063
172.493	-7.03303	1.52183
172.503	8.65324	1.55139
172.513	12.1059	1.57203
172.523	17.9884	1.61872
172.533	28.3173	1.65387
172.543	15.8143	1.76004
172.553	-1.18645	1.77986
172.563	4.70146	1.83225
172.573	1.57045	1.83815
172.583	-7.46054	1.85351
172.593	-5.53518	1.85351
172.603	-5.388	1.84908
172.613	-3.76374	1.83729
172.623	-8.83418	1.80567
172.633	-1.54647	1.79129
172.643	-7.44703	1.75605
172.653	-26.6233	1.73222
172.663	-3.46044	1.66922
172.673	-11.5084	1.66644
172.683	4.98622	1.65992
172.693	0.007677	1.66449
172.703	8.10392	1.67543
172.713	-10.4214	1.66757
172.723	-6.62453	1.64707
172.733	7.51875	1.64707
172.743	-5.03844	1.64442
172.753	15.2377	1.66235
172.763	13.2949	1.70954
172.773	10.0058	1.71897
172.783	-15.7071	1.74365
172.793	-15.0187	1.73417
172.803	9.49517	1.71264
172.813	1.69274	1.72414
172.823	9.25608	1.75295
172.833	13.3341	1.76394
172.843	-1.73983	1.79282
172.853	-2.57402	1.79345
172.863	4.81399	1.79504
172.873	13.3024	1.79504
172.883	2.90235	1.82295
172.893	27.8398	1.85544
172.903	19.1223	1.94078
172.913	5.74299	1.94078
172.923	18.8689	2.0666
172.933	14.8294	2.09034
172.943	14.3247	2.15298
172.953	2.82746	2.15298
172.963	12.8631	2.23405
172.973	9.16781	2.24592
172.983	-3.58965	2.27702
172.993	-2.54516	2.2603
173.003	-9.68983	2.21544
173.013	-18.2789	2.20321
173.023	-2.24144	2.17203
173.033	0.480809	2.17378
173.043	8.03372	2.17867
173.053	-7.7534	2.18402
173.063	8.36035	2.19728
173.073	-5.4402	2.20607
173.083	2.86818	2.22873
173.093	6.28893	2.23494
173.103	-12.5681	2.25221
173.113	15.5995	2.25837
173.123	14.2766	2.27436
173.133	18.2534	2.28618
173.143	-17.6418	2.31866
173.153	-6.63198	2.29718
173.163	-9.56839	2.23892
173.173	-34.591	2.18928
173.183	-17.779	2.06438
173.193	-19.2194	2.03418
173.203	-7.83627	1.9523
173.213	-24.5639	1.91522
173.223	-14.5754	1.81984
173.233	-12.26	1.81984
173.243	-22.791	1.68473
173.253	-6.81065	1.66752
173.263	-6.90158	1.62005
173.273	9.15406	1.62005
173.283	23.408	1.68429
173.293	34.8839	1.73077
173.303	15.4188	1.86016
173.313	25.2328	1.91476
173.323	36.0346	2.05862
173.333	9.83035	2.11524
173.343	40.7457	2.26993
173.353	25.0644	2.32765
173.363	42.1254	2.48656
173.373	30.0318	2.54765
173.383	17.0217	2.70319
173.393	13.0875	2.73347
173.403	-24.0066	2.81748
173.413	7.04799	2.81642
173.423	-4.36696	2.81349
173.433	1.43038	2.79893
173.443	-27.6962	2.76255
173.453	-22.1929	2.71548
173.463	-15.7792	2.58668
173.473	-21.4401	2.54992
173.483	-3.46519	2.45466
173.493	-35.8349	2.45466
173.503	-17.0444	2.26993
173.513	-16.0206	2.22578
173.523	-36.4888	2.11355
173.533	-17.2667	2.07457
173.543	-15.5689	1.97578
173.553	-2.17156	1.96342
173.563	-0.526375	1.93059
173.573	19.0084	1.92974
173.583	6.04267	1.92749
173.593	-13.1247	1.93348
173.603	-13.5006	1.9492
173.613	-8.25947	1.93207
173.623	-6.82643	1.89028
173.633	2.33802	1.89028
173.643	18.5083	1.93591
173.653	0.386937	1.93992
173.663	-9.37508	1.95097
173.673	1.63102	1.95097
173.683	-4.46587	1.95983
173.693	0.130332	1.96891
173.703	18.8535	1.99217
173.713	22.9874	2.03074
173.723	13.6159	2.14146
173.733	19.2563	2.17142
173.743	15.3919	2.25531
173.753	-0.395412	2.26724
173.763	5.92144	2.29961
173.773	3.95619	2.30788
173.783	8.05107	2.32885
173.793	5.95211	2.34566
173.803	-6.44304	2.38733
173.813	16.4029	2.38733
173.823	9.7885	2.43118
173.833	13.3272	2.44377
173.843	-4.19358	2.47637
173.853	0.690984	2.47637
173.863	-5.55401	2.47283
173.873	12.8135	2.4904
173.883	-15.7726	2.51137
173.893	4.20509	2.511
173.903	-12.7013	2.51004
173.913	-0.653888	2.50754
173.923	4.53739	2.50074
173.933	-3.27661	2.5095
173.943	13.3051	2.53263
173.953	-21.678	2.53263
173.963	6.17987	2.51624
173.973	-8.27672	2.51722
173.983	19.0203	2.51978
173.993	-7.37231	2.51978
174.003	-2.00177	2.5313
174.013	9.3351	2.53283
174.023	-4.91344	2.53706
174.033	18.732	2.5451
174.043	1.17578	2.56718
174.053	9.86875	2.5716
174.063	-8.25871	2.58313
174.073	0.563847	2.59263
174.083	7.45059	2.61946
174.093	-10.4846	2.60461
174.103	1.44906	2.56453
174.113	-20.7287	2.54527
174.123	-16.7282	2.49675
174.133	1.21649	2.49675
174.143	-37.2487	2.4396
174.153	-26.6319	2.39801
174.163	-30.3955	2.28101
174.173	-5.83357	2.28101
174.183	-29.9148	2.14899
174.193	-25.6988	2.07376
174.203	-8.87431	1.98553
174.213	-51.5518	1.93236
174.223	-25.3596	1.78573
174.233	-26.0177	1.78573
174.243	-16.5191	1.57664
174.253	-5.67509	1.56117
174.263	-10.3903	1.51993
174.273	7.70574	1.5119
174.283	-26.1413	1.49114
174.293	7.17289	1.48251
174.303	-12.1797	1.4588
174.313	19.9035	1.4588
174.323	9.35009	1.52702
174.333	13.1206	1.55901
174.343	31.2436	1.64929
174.353	-3.54395	1.66883
174.363	5.80968	1.72371
174.373	-33.468	1.72335
174.383	7.28151	1.72238
174.393	5.24101	1.7275
174.403	-1.83556	1.74232
174.413	16.8807	1.75584
174.423	0.29364	1.79371
174.433	7.91843	1.79142
174.443	-31.2814	1.78485
174.453	16.0694	1.78746
174.463	-0.501599	1.79459
174.473	1.86664	1.81425
174.483	27.9342	1.86813
174.493	7.33995	1.86813
174.503	11.0907	1.97445
174.513	-9.52998	1.98276
174.523	16.9655	1.99217
174.533	2.22748	1.99217
174.543	12.6212	2.07103
174.553	18.1874	2.09164
174.563	-3.53026	2.15121
174.573	16.0316	2.16363
174.583	-11.8187	2.19817
174.592	15.4206	2.21125
174.603	19.7321	2.25221
174.613	9.74265	2.28021
174.623	14.9743	2.35543
174.633	-17.2563	2.35543
174.643	19.681	2.36783
174.653	-3.51956	2.36679
174.663	-2.75704	2.36385
174.673	5.8628	2.36385
174.683	3.78871	2.36473
174.693	-1.16351	2.35615
174.703	-12.8515	2.33107
174.713	14.2858	2.3323
174.723	-5.44533	2.33594
174.733	19.2855	2.33721
174.743	-2.88807	2.34037
174.753	14.6292	2.35224
174.763	4.32808	2.38467
174.773	-19.2551	2.38739
174.783	10.4892	2.39442
174.793	-46.2732	2.35694
174.803	-2.37447	2.25531
174.813	-28.3175	2.25531
174.823	-7.48584	2.10691
174.833	-29.5518	2.02979
174.843	-44.8785	1.94256
174.853	-2.73831	1.90654
174.863	-19.4475	1.80523
174.873	-1.91934	1.78522
174.883	-12.1148	1.7308
174.893	5.86169	1.72426
174.903	-9.93084	1.70555
174.913	-10.6144	1.69599
174.923	7.68742	1.66922
174.933	-14.122	1.66073
174.943	10.1928	1.63777
174.953	-14.1223	1.61985
174.963	-11.7754	1.57088
174.973	-9.35897	1.54513
174.983	-23.9922	1.47563
174.993	2.55794	1.47563
175.003	-25.4954	1.38393
175.013	8.60193	1.36452
175.023	-16.6991	1.31172
175.033	-1.51998	1.31172
175.043	-4.05539	1.25945
175.053	-1.55648	1.26134
175.063	9.25223	1.26654
175.073	-11.715	1.26598
175.083	15.1829	1.26432
175.093	-6.40247	1.27589
175.103	14.5722	1.30774
175.113	4.41715	1.32179
175.123	12.3484	1.36267
175.133	2.93933	1.36076
175.142	-13.9613	1.35558
175.153	-1.01135	1.3518
175.163	2.00814	1.34761
175.173	-10.3989	1.34761
175.183	-1.06395	1.3414
175.193	6.06693	1.34728
175.203	0.472409	1.36444
175.213	-1.85908	1.36444
175.223	21.212	1.41184
175.233	16.2693	1.44374
175.243	9.60797	1.53278
175.253	19.3159	1.56324
175.263	12.8622	1.65195
175.273	29.78	1.6872
175.283	6.15908	1.79282
175.293	31.8163	1.8247
175.303	28.7195	1.91287
175.313	8.67661	1.91287
175.323	20.2395	2.0285
175.333	-0.979353	2.04927
175.343	4.25149	2.10647
175.353	3.90477	2.10647
175.363	14.623	2.14368
175.373	11.6028	2.16961
175.383	22.0649	2.24202
175.393	21.5261	2.27027
175.403	2.05831	2.35189
175.413	12.1226	2.36684
175.423	11.9907	2.40771
175.433	4.55863	2.41227
175.443	-16.6591	2.42543
175.453	-23.0046	2.38751
175.463	-16.2133	2.27968
175.472	-24.0561	2.24763
175.483	-35.3801	2.14988
175.493	-0.173	2.14988
175.503	-26.4236	2.07191
175.512	3.55262	2.0581
175.523	-14.9088	2.01565
175.533	10.641	2.01565
175.543	17.9303	2.05995
175.553	9.2497	2.09843
175.563	25.9022	2.21013
175.573	9.00291	2.23638
175.583	19.6393	2.31379
175.593	-5.21004	2.31536
175.603	1.69803	2.31999
175.612	-11.0323	2.31474
175.623	-8.97883	2.29873
175.632	0.788443	2.28022
175.643	-15.1322	2.22386
175.653	-3.14729	2.20422
175.663	-18.0811	2.14545
175.672	-38.154	2.14545
175.683	-13.7581	2.00147
175.693	-18.4251	1.96668
175.703	-6.15612	1.86193
175.713	-12.7587	1.84785
175.723	1.97212	1.80567
175.733	-8.65445	1.78667
175.743	-39.9672	1.73036
175.753	-4.57916	1.6959
175.763	-20.3636	1.59834
175.773	-7.23429	1.57952
175.783	-9.4547	1.52436
175.793	5.25349	1.51889
175.803	-10.065	1.50266
175.813	-13.482	1.50266
175.823	1.8253	1.46101
175.833	-17.9293	1.46046
175.843	9.73555	1.4588
175.853	1.33567	1.46897
175.863	20.5667	1.49867
175.873	27.2615	1.53507
175.883	9.65732	1.64176
175.893	22.8385	1.67849
175.903	7.99375	1.78529
175.913	-3.03028	1.80114
175.922	8.01331	1.84775
175.933	21.1491	1.87276
175.942	16.3558	1.94433
175.952	0.81115	1.96328
175.963	18.0368	2.02185
175.973	-10.1711	2.01534
175.983	-12.9592	1.99571
175.993	-12.6884	1.99571
176.003	-22.9156	1.90446
176.012	1.96442	1.89797
176.023	-1.59513	1.87699
176.032	-6.93719	1.87153
176.043	-0.877069	1.85396
176.053	0.401446	1.84248
176.062	-11.2397	1.80788
176.072	-25.1091	1.78241
176.082	-12.8281	1.70334
176.093	-6.58631	1.70334
176.103	-7.71263	1.61474
176.112	-31.4449	1.59344
176.122	-7.61077	1.52569
176.133	-13.1592	1.52569
176.142	-22.6951	1.40963
176.153	-5.04299	1.39433
176.162	-13.9052	1.35204
176.172	-1.74475	1.35412
176.182	1.23154	1.3609
176.193	8.02151	1.37787
176.203	11.6496	1.42956
176.212	11.7439	1.44904
176.222	6.69819	1.51152
176.233	10.9066	1.51152
176.242	13.143	1.61784
176.252	23.519	1.65693
176.262	16.3087	1.77732
176.273	10.5898	1.77732
176.282	11.6125	1.91287
176.292	3.39528	1.92897
176.302	3.51219	1.97844
176.313	15.266	1.99037
176.322	-1.37928	2.02584
176.333	2.70502	2.03824
176.342	16.707	2.0759
176.352	2.96446	2.07893
176.362	0.359063	2.0883
176.373	11.4389	2.0883
176.382	-1.75969	2.11843
176.392	1.21787	2.12031
176.402	4.56818	2.1264
176.412	-1.87022	2.1264
176.422	17.4641	2.15652
176.432	0.140432	2.1583
176.442	-5.4896	2.16405
176.452	-6.82751	2.16242
176.462	-10.1354	2.15741
176.472	-7.731	2.1483
176.483	4.95317	2.1202
176.493	4.79594	2.12663
176.502	10.4085	2.14589
176.512	-8.81519	2.14589
176.522	-11.1149	2.15697
176.532	-0.350952	2.14658
176.543	-17.5665	2.11444
176.552	5.50356	2.11444
176.562	5.24399	2.08742
176.572	-11.3075	2.07064
176.582	-29.4051	2.01565
176.592	-26.5736	1.98084
176.602	-2.89884	1.86459
176.612	-6.23568	1.86459
176.622	2.51413	1.84687
176.632	19.2894	1.85626
176.642	-2.44826	1.88585
176.652	2.71307	1.88585
176.662	16.1578	1.92971
176.672	-0.587443	1.94022
176.682	13.9853	1.97445
176.692	15.274	1.98394
176.702	-4.9591	2.01521
176.712	-28.1117	1.98894
176.722	-24.7338	1.90047
176.732	-10.6995	1.87621
176.742	-6.00732	1.79814
176.752	-8.20294	1.79856
176.762	20.679	1.79991
176.772	16.9227	1.81849
176.782	3.06156	1.87743
176.792	9.07843	1.87743
176.803	15.4536	1.9368
176.812	1.60406	1.96556
176.822	29.7418	2.05862
176.832	7.29071	2.05862
176.842	19.6558	2.18178
176.852	11.2035	2.19763
176.862	-1.78815	2.25398
176.872	-3.4399	2.24699
176.882	-12.9408	2.22253
176.892	10.8311	2.22295
176.902	-13.6475	2.2243
176.912	-23.3501	2.20937
176.922	-0.287253	2.15741
176.932	-7.73925	2.15741
176.942	-16.4616	2.09007
176.952	-14.3058	2.07149
176.962	-5.07011	2.01255
176.972	-20.1574	2.01255
176.982	-4.43522	1.95452
176.992	19.611	1.97252
177.002	20.6558	2.03869
177.012	19.2875	2.03869
177.022	10.9681	2.13703
177.032	-2.67761	2.14496
177.042	5.20732	2.17247
177.052	2.04864	2.17329
177.062	2.05302	2.17602
177.072	-4.12199	2.17408
177.082	0.165823	2.16716
177.092	-21.8837	2.14196
177.102	-21.2593	2.05198
177.112	-5.46557	2.05198
177.122	-6.48549	1.97578
177.132	-12.3011	1.96105
177.142	-7.30222	1.91066
177.152	-0.260572	1.91066
177.162	-4.50677	1.89383
177.172	13.9527	1.89737
177.182	-3.35288	1.90977
177.192	19.6174	1.90977
177.202	1.47377	1.99129
177.212	-0.681632	2.00118
177.222	3.07124	2.03337
177.232	2.9885	2.04065
177.242	22.5362	2.06704
177.252	0.102993	2.06704
177.262	13.5129	2.1357
177.272	12.9482	2.15662
177.282	18.4283	2.22519
177.292	6.11298	2.22519
177.302	1.19033	2.29474
177.312	26.5835	2.3097
177.322	-2.40906	2.35676
177.332	-3.08375	2.35676
177.342	-3.16347	2.35366
177.352	11.9107	2.36261
177.362	19.5371	2.39442
177.372	-34.9527	2.39182
177.382	9.81342	2.3829
177.392	-33.5149	2.35907
177.402	-6.62957	2.27215
177.412	21.0128	2.27576
177.422	-8.88514	2.28942
177.432	24.532	2.28942
177.442	-27.4647	2.30404
177.452	-1.87848	2.28482
177.462	-17.6804	2.21677
177.472	-14.7496	2.21677
177.483	-8.30412	2.12729
177.492	-14.2923	2.11928
177.502	8.36484	2.09007
177.512	-9.18506	2.09007
177.522	0.4785	2.06482
177.532	-12.2143	2.05254
177.542	-10.6844	2.01166
177.552	-0.044844	1.99998
177.562	-16.9303	1.96116
177.572	6.54918	1.96116
177.582	-27.4312	1.86946
177.592	-10.2558	1.83931
177.602	-23.7652	1.74631
177.612	-41.5728	1.74631
177.622	-13.3098	1.57752
177.632	-34.3245	1.54703
177.642	0.596417	1.44772
177.652	5.47213	1.44772
177.662	15.6643	1.46013
177.672	15.0399	1.48619
177.682	27.7105	1.57442
177.692	41.599	1.60566
177.702	-14.3123	1.7153
177.712	19.5463	1.7153
177.722	11.3491	1.79415
177.732	7.62948	1.80748
177.742	7.57498	1.85528
177.752	21.688	1.85528
177.762	6.47864	1.93281
177.772	-28.091	1.92594
177.782	13.0575	1.90136
177.792	-18.0004	1.90136
177.802	-2.1241	1.87212
177.812	4.7608	1.87501
177.822	5.58929	1.88541
177.832	9.70814	1.89197
177.842	-13.5979	1.9142
177.852	-1.76819	1.90502
177.862	-14.4011	1.87478
177.872	13.5219	1.87769
177.882	4.43803	1.88851
177.892	-3.83803	1.88851
177.902	12.2694	1.9554
177.912	21.4684	1.97707
177.922	18.7184	2.05596
177.932	0.715919	2.05596
177.942	25.889	2.14766
177.952	9.60819	2.17283
177.962	10.3224	2.25576
177.972	17.3262	2.25576
177.982	1.84184	2.3005
177.992	11.3594	2.30403
178.002	-8.16865	2.31689
178.012	3.76155	2.31495
178.022	-2.24469	2.30803
178.032	-27.3006	2.28843
178.042	2.01894	2.21677
178.052	-18.3013	2.20476
178.062	-0.242321	2.1614
178.073	-7.58341	2.1614
178.082	-6.85214	2.13659
178.092	0.306355	2.1344
178.102	0.310498	2.12684
178.112	4.97452	2.12684
178.122	-3.98829	2.11045
178.132	1.36274	2.12143
178.142	0.403217	2.15918
178.152	9.67879	2.17111
178.162	12.6635	2.21234
178.173	15.4502	2.21234
178.182	18.9474	2.35322
178.192	21.4566	2.37989
178.202	19.8059	2.47416
178.212	23.9534	2.47416
178.222	38.7825	2.66287
178.232	37.3507	2.71546
178.242	30.012	2.91184
178.252	9.33609	2.91184
178.262	21.3912	2.99158
178.272	-14.6575	2.98389
178.283	-13.6374	2.9588
178.292	-31.1264	2.92056
178.302	-45.4557	2.79179
178.312	-32.2412	2.79179
178.322	-10.399	2.61769
178.332	-18.7792	2.59189
178.342	-23.1294	2.50472
178.352	-7.16991	2.50472
178.362	6.93319	2.44846
178.372	-2.53018	2.46316
178.382	26.588	2.50871
178.392	14.7819	2.50871
178.402	24.1462	2.63319
178.412	20.2172	2.67244
178.422	26.0571	2.80508
178.432	-8.34774	2.80618
178.442	-7.92023	2.80995
178.452	-9.94057	2.78266
178.462	-5.7911	2.69876
178.472	-17.8542	2.68556
178.482	-12.8536	2.64117
178.492	14.3803	2.64117
178.502	7.11643	2.59111
178.512	3.26738	2.60061
178.522	3.31644	2.63541
178.532	-15.5463	2.63541
178.542	20.7318	2.65844
178.552	-12.9684	2.66799
178.562	27.2484	2.70097
178.572	-1.42625	2.69995
178.582	-25.2693	2.69654
178.592	-9.19872	2.69654
178.602	-40.6984	2.56586
178.612	-30.5128	2.51864
178.622	-29.9074	2.34967
178.632	-42.6426	2.34967
178.642	-54.046	2.05375
178.652	-6.55686	2.0031
178.662	-30.0978	1.8163
178.672	-36.0494	1.8163
178.682	-22.4395	1.57442
178.692	-33.4687	1.51769
178.702	-32.6762	1.30508
178.712	-31.3666	1.2651
178.722	-10.4125	1.12079
178.732	-25.475	1.12079
178.742	-23.821	0.991877
178.752	14.8696	0.983667
178.762	-8.12159	0.953336
178.772	-2.1246	0.953336
178.782	22.8155	0.998522
178.792	16.4801	1.0183
178.802	-5.2324	1.08491
178.812	26.7862	1.08491
178.822	21.3802	1.19211
178.832	14.052	1.22591
178.842	24.0395	1.34052
178.852	19.7666	1.36428
178.862	24.451	1.45038
178.872	-25.8914	1.45038
178.882	-7.95613	1.43178
178.892	-11.5719	1.40743
178.902	-24.6376	1.3197
178.912	-17.8158	1.3197
178.922	-24.9059	1.20629
178.932	12.6772	1.19238
178.942	-13.5689	1.14117
178.952	2.85592	1.14117
178.962	8.64976	1.1611
178.972	3.42578	1.16054
178.982	-3.96476	1.15844
178.992	-4.68824	1.15844
179.002	12.4104	1.17661
179.012	0.905278	1.19064
179.022	27.9777	1.24129
179.032	20.8774	1.26472
179.042	10.92	1.35735
179.052	11.6373	1.35735
179.062	4.1339	1.42823
179.072	-0.38702	1.4275
179.082	-8.88607	1.42469
179.092	6.58248	1.42469
179.102	-11.6594	1.38393
179.112	-18.2838	1.36394
179.122	-15.5356	1.29046
179.132	-19.7989	1.29046
179.142	-25.8395	1.158
179.152	-22.6866	1.13057
179.162	-4.25492	1.02156
179.172	-21.6022	1.00842
179.182	3.83028	0.958652
179.192	-0.750012	0.958652
179.202	-3.28993	0.938274
179.212	2.9782	0.937742
179.222	-1.56306	0.935616
179.232	11.6259	0.935616
179.242	10.225	0.991877
179.252	26.6777	1.01664
179.262	10.9633	1.10617
179.272	16.1512	1.10617
179.282	24.7395	1.24084
179.292	22.7386	1.2753
179.302	27.3711	1.40608
179.312	21.4193	1.43145
179.322	7.96493	1.52879
179.332	-0.053478	1.52879
179.342	4.53274	1.54696
179.352	3.23961	1.5524
179.362	9.70144	1.57265
179.372	20.7749	1.57265
179.382	22.81	1.64486
179.392	-8.46919	1.65353
